,file,start_time,end_time,participant,ground_truth,ground_truth_cleaned,ground_truth_cleaned_no_punctuation
440,0004/D0004_A.txt,364.37,377.01,4,然后第[第]四个就[就]是会[会]有一点口吃预[预]感，然后你口[口]吃预感一[一]发作的时候，你。,然后第四个就是会有一点口吃预感，然后你口吃预感一发作的时候，你。,然后第四个就是会有一点口吃预感然后你口吃预感一发作的时候你
441,0004/D0004_A.txt,377.13,387.63,4,就会觉[觉]得说[说]出一句话之[之]前你就会觉得非心[心]里面非常非常吃力，非常非常难[难]受，对。,就会觉得说出一句话之前你就会觉得非心里面非常非常吃力，非常非常难受，对。,就会觉得说出一句话之前你就会觉得非心里面非常非常吃力非常非常难受对
442,0004/D0004_A.txt,387.87,396.77,4,主[主]要是以下这几个方面吧，*我[我]爸妈说[说]的，我说话说的很晚很晚。,主要是以下这几个方面吧，*我爸妈说的，我说话说的很晚很晚。,主要是以下这几个方面吧*我爸妈说的我说话说的很晚很晚
443,0004/D0004_A.txt,396.95,404.15,4,啊他们说我两[两]岁的时候才[才]说话，当[当]时他们也非[非]常的担心呢。,啊他们说我两岁的时候才说话，当时他们也非常的担心呢。,啊他们说我两岁的时候才说话当时他们也非常的担心呢
444,0004/D0004_A.txt,404.3,412.83,4,啊然后带呃/i然后带我去了全四川最[最]好的儿[儿]童医院去[去]做检[检]查，但。,啊然后带然后带我去了全四川最好的儿童医院去做检查，但。,啊然后带然后带我去了全四川最好的儿童医院去做检查但
445,0004/D0004_A.txt,412.84,422.72,4,那时医[医]生说的没[没没]有什么问题，说我大脑神经啊这么些一些都[都]挺正常的，没有什么问题。,那时医生说的没有什么问题，说我大脑神经啊这么些一些都挺正常的，没有什么问题。,那时医生说的没有什么问题说我大脑神经啊这么些一些都挺正常的没有什么问题
446,0004/D0004_A.txt,424.88,434.73,4,这是现[现]在我说话的时候，我[我]从[从]小到[到]大，我经历的啊/i都[都]会被口吃所影响，对。,这是现在我说话的时候，我从小到大，我经历的都会被口吃所影响，对。,这是现在我说话的时候我从小到大我经历的都会被口吃所影响对
447,0004/D0004_A.txt,479.87,487.94,4,我现在我大学学[学]的是无人机专业但[但]是我马上我要转专业。,我现在我大学学的是无人机专业但是我马上我要转专业。,我现在我大学学的是无人机专业但是我马上我要转专业
448,0004/D0004_A.txt,488.04,502.17,4,我要转飞呃/i[飞]机维[维]修专[专]业，因[因]为我觉得吧，虽[虽]然无人机专业是一个未[未]来的趋/r势，但[但]是还[还]是不好的就[就]业。,我要转飞机维修专业，因为我觉得吧，虽然无人机专业是一个未来的趋势，但是还是不好的就业。,我要转飞机维修专业因为我觉得吧虽然无人机专业是一个未来的趋势但是还是不好的就业
449,0004/D0004_A.txt,502.23,508.84,4,无人机专/r业的话基[基]本上会[会]进私人公司，私人企业。,无人机专业的话基本上会进私人公司，私人企业。,无人机专业的话基本上会进私人公司私人企业
450,0004/D0004_A.txt,508.88,518.11,4,但[但]是我[我]爸妈他[他]们说更[更]想让[让]我进国企，因[因]为国企的工[工]作稳[稳]定嘛。,但是我爸妈他们说更想让我进国企，因为国企的工作稳定嘛。,但是我爸妈他们说更想让我进国企因为国企的工作稳定嘛
451,0004/D0004_A.txt,518.19,522.45,4,完了私人企业的工[工]作就[就]不太稳定。,完了私人企业的工作就不太稳定。,完了私人企业的工作就不太稳定
452,0004/D0004_A.txt,522.51,530.97,4,完了飞[飞]机维[维]修专业的话，以[以]后进[进]的呃/i基本上会[会]是国企吧。,完了飞机维修专业的话，以后进的基本上会是国企吧。,完了飞机维修专业的话以后进的基本上会是国企吧
453,0004/D0004_A.txt,531.0,544.23,4,哦然后飞[飞]机维[维]修也[也]是一门比较吃香的技[技]术，好然后如[如]果[如果]把这一项技术学会的话，那[那]肯定就是一个铁饭碗，是吧。,哦然后飞机维修也是一门比较吃香的技术，好然后如果把这一项技术学会的话，那肯定就是一个铁饭碗，是吧。,哦然后飞机维修也是一门比较吃香的技术好然后如果把这一项技术学会的话那肯定就是一个铁饭碗是吧
454,0004/D0004_A.txt,572.89,585.27,4,因为无[因因为]无人机专[专]业虽/r[虽]然是一个新兴产[产]业吧，但[但]是它[它]还有很[很]长的一[一]段发[发]展时[时]间。,因为无无人机专业虽然是一个新兴产业吧，但是它还有很长的一段发展时间。,因为无无人机专业虽然是一个新兴产业吧但是它还有很长的一段发展时间
455,0004/D0004_A.txt,585.55,596.6,4,嗯/i对，好，但[但但]是飞[飞]机维[维]修的话，它[它]现在是绝[绝]对替代不了的技[技]术对。,对，好，但是飞机维修的话，它现在是绝对替代不了的技术对。,对好但是飞机维修的话它现在是绝对替代不了的技术对
456,0004/D0004_A.txt,598.49,608.09,4,是吧，<overlap>像[像]国[国像像国国]家呀，他们[他们]都[都]需要飞[飞]机啊来。,是吧，像国家呀，他们都需要飞机啊来。,是吧像国家呀他们都需要飞机啊来
457,0004/D0004_A.txt,608.15,613.7,4,来保[保]证国家交通的发/r展，对吧。,来保证国家交通的发展，对吧。,来保证国家交通的发展对吧
458,0004/D0004_A.txt,629.14,642.75,4,对，商飞，上飞，还有成[成]飞，我们家住[住]在成[成]都嘛，好了，我[我]我们家旁[旁]边就是成飞的[工]工厂就/r是。,对，商飞，上飞，还有成飞，我们家住在成都嘛，好了，我我们家旁边就是成飞的工厂就是。,对商飞上飞还有成飞我们家住在成都嘛好了我我们家旁边就是成飞的工厂就是
459,0004/D0004_A.txt,664.31,667.31,4,觉[觉]得成[成]都怎[怎]么样呢。,觉得成都怎么样呢。,觉得成都怎么样呢
460,0004/D0004_A.txt,693.23,698.83,4,两[两]边的人他[他]们都[都]喜欢吃辣的，是吧。,两边的人他们都喜欢吃辣的，是吧。,两边的人他们都喜欢吃辣的是吧
461,0004/D0004_A.txt,711.49,724.0,4,我四川菜系，呃/i感[感]觉嗯/i怎么说呢，哦火[火]锅吧，火[火]锅应[应]该是最[最]能代[代]表我们。,我四川菜系，感觉怎么说呢，哦火锅吧，火锅应该是最能代表我们。,我四川菜系感觉怎么说呢哦火锅吧火锅应该是最能代表我们
462,0004/D0004_A.txt,724.08,734.67,4,川渝地[地]区的菜品了，对，火[火火]锅的话，它[它]的味[味]道鲜[鲜]香麻[麻]辣。,川渝地区的菜品了，对，火锅的话，它的味道鲜香麻辣。,川渝地区的菜品了对火锅的话它的味道鲜香麻辣
463,0004/D0004_A.txt,734.81,744.68,4,完了是食材多[多]种多样，像[像]毛肚啊，黄[黄]喉啊，牛[牛牛]肉啊。,完了是食材多种多样，像毛肚啊，黄喉啊，牛肉啊。,完了是食材多种多样像毛肚啊黄喉啊牛肉啊
464,0004/D0004_A.txt,744.77,753.44,4,好了，然后蘸[蘸]着麻[麻]辣牛[牛]油吃的话，真的特别特别好吃，真的，嗯。,好了，然后蘸着麻辣牛油吃的话，真的特别特别好吃，真的，嗯。,好了然后蘸着麻辣牛油吃的话真的特别特别好吃真的嗯
465,0004/D0004_A.txt,761.49,763.7,4,我[我我]十点钟我才起床。,我十点钟我才起床。,我十点钟我才起床
466,0004/D0004_A.txt,770.73,782.1,4,<overlap>长沙的话，长沙的话是不是娱[娱]乐业非[非]常发[发]达啊，毕[毕]竟是湖[湖]南卫[卫]视的总[总]部吧，我[我]那个<overlap>，我。,长沙的话，长沙的话是不是娱乐业非常发达啊，毕竟是湖南卫视的总部吧，我那个，我。,长沙的话长沙的话是不是娱乐业非常发达啊毕竟是湖南卫视的总部吧我那个我
467,0004/D0004_A.txt,782.34,790.21,4,我那个之[之]前我[我]就有一[一]直想[想]去长[长]沙旅[旅]行啊。,我那个之前我就有一直想去长沙旅行啊。,我那个之前我就有一直想去长沙旅行啊
468,0004/D0004_A.txt,790.39,798.58,4,长[长]沙还[还]有个外[外]号，好[好]像叫星[星]城是吧，星星的星，对。,长沙还有个外号，好像叫星城是吧，星星的星，对。,长沙还有个外号好像叫星城是吧星星的星对
469,0004/D0004_A.txt,814.18,824.3,4,啊然后好[好好]像最[最]近很[很]火的茶[茶]颜悦色奶[奶]茶店的总部好像也[也]是在长沙。,啊然后好像最近很火的茶颜悦色奶茶店的总部好像也是在长沙。,啊然后好像最近很火的茶颜悦色奶茶店的总部好像也是在长沙
470,0004/D0004_A.txt,831.51,835.95,4,四川都[都]喝[喝]不了，四川。,四川都喝不了，四川。,四川都喝不了四川
471,0004/D0004_A.txt,845.36,854.19,4,没[没]有吧，喝[喝]奶茶的话，我[我]们不会喝[喝]那喝/r[喝]非常辣的奶茶我们。,没有吧，喝奶茶的话，我们不会喝那喝非常辣的奶茶我们。,没有吧喝奶茶的话我们不会喝那喝非常辣的奶茶我们
472,0004/D0004_A.txt,861.1,862.96,4,嗯，可以的[可以的]。,嗯，可以的。,嗯可以的
473,0004/D0004_A.txt,873.62,884.33,4,电影的话我[我]本[本]身我[我我]也是一个电[电]影迷嘛，好，然后我[我]也非[非]常喜欢看电[电]影。,电影的话我本身我也是一个电影迷嘛，好，然后我也非常喜欢看电影。,电影的话我本身我也是一个电影迷嘛好然后我也非常喜欢看电影
474,0004/D0004_A.txt,884.37,894.09,4,我春节的时候我看了流[流]浪地球二号，然后这是[是]一部非[非]常好的科[科]幻片。,我春节的时候我看了流浪地球二号，然后这是一部非常好的科幻片。,我春节的时候我看了流浪地球二号然后这是一部非常好的科幻片
475,0004/D0004_A.txt,894.52,903.92,4,我也为中[中]国现[现]在能拍出这样优/r秀的科[科]幻片特[特]效啊是那些剧情。,我也为中国现在能拍出这样优秀的科幻片特效啊是那些剧情。,我也为中国现在能拍出这样优秀的科幻片特效啊是那些剧情
476,0004/D0004_A.txt,903.94,908.86,4,啊/i堪[堪]比好[好]莱坞水[水]平[水平]的制作。,堪比好莱坞水平的制作。,堪比好莱坞水平的制作
477,0004/D0004_A.txt,908.94,921.43,4,我也感[感]到非[非]常的骄傲，哦然后我[我]还看[看]过交换人生是一部家庭轻[轻]喜剧吧，呃/i非[非]常适[适]合阖[阖]家欢观看。,我也感到非常的骄傲，哦然后我还看过交换人生是一部家庭轻喜剧吧，非常适合阖家欢观看。,我也感到非常的骄傲哦然后我还看过交换人生是一部家庭轻喜剧吧非常适合阖家欢观看
478,0004/D0004_A.txt,921.71,928.47,4,然后除[除]了交换人生的话，我看一下，我还[我还]看[看]了满[满]江红，对。,然后除了交换人生的话，我看一下，我还看了满江红，对。,然后除了交换人生的话我看一下我还看了满江红对
479,0004/D0004_A.txt,928.66,939.48,4,嗯/i这[这]是一部非常好看的电/r影，后[后]劲特别大，嗯/i而且剧[剧]情的话一[一]直一直是在反[反]转反[反]转中。,这是一部非常好看的电影，后劲特别大，而且剧情的话一直一直是在反转反转中。,这是一部非常好看的电影后劲特别大而且剧情的话一直一直是在反转反转中
480,0004/D0004_A.txt,939.57,948.79,4,然后我[我]还看了熊，我还看了熊[熊]出没，对，是[是]一部是制[制]作水平非[非]常良好的国产动画。,然后我还看了熊，我还看了熊出没，对，是一部是制作水平非常良好的国产动画。,然后我还看了熊我还看了熊出没对是一部是制作水平非常良好的国产动画
481,0004/D0004_A.txt,962.01,969.3,4,<overlap>没有了，没有没有，但是我[我]一[一]般我是在美[美]团上买。,没有了，没有没有，但是我一般我是在美团上买。,没有了没有没有但是我一般我是在美团上买
482,0004/D0004_A.txt,969.47,978.91,4,买的票，好然后网[网]络平台的优[优]惠力[力]度还[还]是挺[挺]大的吧，Tracy姐<overlap>请[请]问你。,买的票，好然后网络平台的优惠力度还是挺大的吧，Tracy姐请问你。,买的票好然后网络平台的优惠力度还是挺大的吧Tracy姐请问你
483,0004/D0004_A.txt,979.62,986.14,4,请[请]问你，你[你]在美[美]国那[那]边有[有]看过流[流/b]浪地球二吗。,请问你，你在美国那边有看过流浪地球二吗。,请问你你在美国那边有看过流浪地球二吗
484,0004/D0004_A.txt,1012.58,1018.25,4,听说流[流]浪地[地]球在[在]北[北]美好像也[也]有排片。,听说流浪地球在北美好像也有排片。,听说流浪地球在北美好像也有排片
485,0004/D0004_A.txt,1022.85,1035.52,4,嗯，好[好]像我[我]前[前]几天的话，我[我]还跟同[同]学去看了漫[漫]威的电影，因[因]为我也是一个。,嗯，好像我前几天的话，我还跟同学去看了漫威的电影，因为我也是一个。,嗯好像我前几天的话我还跟同学去看了漫威的电影因为我也是一个
486,0004/D0004_A.txt,1035.65,1041.51,4,漫威迷吧，*漫[漫]威的所[所]有的电影我[我]也都看[看]过。,漫威迷吧，*漫威的所有的电影我也都看过。,漫威迷吧*漫威的所有的电影我也都看过
487,0004/D0004_A.txt,1041.53,1051.48,4,好了，我们前[前]几天我[我]跟我的同[同]学去看了黑[黑]豹二，还有蚁[还/b有蚁]人三。,好了，我们前几天我跟我的同学去看了黑豹二，还有蚁人三。,好了我们前几天我跟我的同学去看了黑豹二还有蚁人三
488,0004/D0004_A.txt,1051.51,1059.23,4,呃/i特[特]效的话还[还]是做[做]的不错，就是剧情太[太]拉胯了。,特效的话还是做的不错，就是剧情太拉胯了。,特效的话还是做的不错就是剧情太拉胯了
489,0004/D0004_A.txt,1071.45,1075.42,4,<overlap>super/r hero，super hero。,super hero，super hero。,super herosuper hero
490,0004/D0004_A.txt,1075.62,1085.38,4,嗯/i/p我觉得你们听[听]的话可能非[非]常觉[觉]得不[不]可思议吧。,我觉得你们听的话可能非常觉得不可思议吧。,我觉得你们听的话可能非常觉得不可思议吧
491,0004/D0004_A.txt,1085.98,1091.0,4,我[我]会选[选]择wonder woman。,我会选择wonder woman。,我会选择wonder woman
492,0004/D0004_A.txt,1094.59,1099.24,4,哇哇，你[你]也喜欢吗，戴安娜。,哇哇，你也喜欢吗，戴安娜。,哇哇你也喜欢吗戴安娜
493,0004/D0004_A.txt,1100.99,1112.81,4,嗯，我/r非常喜[喜]欢她[她]的理[理]念，爱与爱与和[和]平，love/b and truth，对。,嗯，我非常喜欢她的理念，爱与爱与和平，love and truth，对。,嗯我非常喜欢她的理念爱与爱与和平love and truth对
494,0004/D0004_A.txt,1135.5,1147.03,4,嗯嗯，因为[因为]D[D] C三[三]巨头嘛，有[有]超[超]人，还有[还有]蝙[蝙]蝠侠，还有神[神]奇女[女]侠神。,嗯嗯，因为D C三巨头嘛，有超人，还有蝙蝠侠，还有神奇女侠神。,嗯嗯因为D C三巨头嘛有超人还有蝙蝠侠还有神奇女侠神
495,0004/D0004_A.txt,1147.13,1154.94,4,神奇女[女]侠，她[她]是作[作]为唯[唯]一的女[女]性，代[代代]表了D C三[三]巨头。,神奇女侠，她是作为唯一的女性，代表了D C三巨头。,神奇女侠她是作为唯一的女性代表了D C三巨头
496,0004/D0004_A.txt,1155.11,1167.63,4,哦好到她[她]身[身]上的话，也[也]是也/r[也]是具[具]有女[女]性的光[光]环，女[女]性的[魅]魅力，好到能[能]够代[代]表。,哦好到她身上的话，也是也是具有女性的光环，女性的魅力，好到能够代表。,哦好到她身上的话也是也是具有女性的光环女性的魅力好到能够代表
497,0004/D0004_A.txt,1167.95,1177.99,4,女[女]权主[主]义，对，然后她超嗯/i[超/r/b超]人代[代]表的是绝[绝]对的正[正]义，好。,女权主义，对，然后她超人代表的是绝对的正义，好。,女权主义对然后她超人代表的是绝对的正义好
498,0004/D0004_A.txt,1178.17,1186.67,4,好然后蝙[蝙]蝠侠的话好[好]像有[有]一点点的阴[阴]暗面，好然后神[神]奇女[女]侠的话。,好然后蝙蝠侠的话好像有一点点的阴暗面，好然后神奇女侠的话。,好然后蝙蝠侠的话好像有一点点的阴暗面好然后神奇女侠的话
499,0004/D0004_A.txt,1187.11,1192.4,4,她就是他[他]们两中[中]间的调[调]节人，对。,她就是他们两中间的调节人，对。,她就是他们两中间的调节人对
500,0004/D0004_A.txt,1192.64,1200.5,4,她[她]就代[代]表的爱与真[真]理，love and truth，对。,她就代表的爱与真理，love and truth，对。,她就代表的爱与真理love and truth对
501,0004/D0004_A.txt,1202.98,1211.33,4,<overlap>我非[非]喜欢她[她]的这[这这]一种理[理]念，她[她她]的这[这]一种价值观。,我非喜欢她的这一种理念，她的这一种价值观。,我非喜欢她的这一种理念她的这一种价值观
502,0004/D0004_A.txt,1255.23,1268.52,4,怀着孕[孕]的对，真的非<overlap>真的非常了不起，<overlap>这也体这[这这]也体[体]现了女[女]性的魅[魅]力和强大吧。,怀着孕的对，真的非真的非常了不起，这也体这也体现了女性的魅力和强大吧。,怀着孕的对真的非真的非常了不起这也体这也体现了女性的魅力和强大吧
503,0004/D0004_A.txt,1276.02,1287.72,4,除了wonder/r women/r的话，我[我]还喜[喜]欢一[一]个漫[漫]威的女[女女]性的超[超]级英雄Scarlet/r Witch。,除了wonder women的话，我还喜欢一个漫威的女性的超级英雄Scarlet Witch。,除了wonder women的话我还喜欢一个漫威的女性的超级英雄Scarlet Witch
504,0004/D0004_A.txt,1290.18,1293.82,4,绯[绯]<overlap>红，绯[绯]红女巫。,绯红，绯红女巫。,绯红绯红女巫
505,0004/D0004_A.txt,1306.34,1315.23,4,对对对对对，她[她]已[已]经出[出]过，属[属]于是属于她的一[一]部电[电]视剧了，对。,对对对对对，她已经出过，属于是属于她的一部电视剧了，对。,对对对对对她已经出过属于是属于她的一部电视剧了对
506,0004/D0004_A.txt,1324.27,1333.21,4,没/r有啊，很[很]高的评[评]分的话高的，评[评]分的话是在九[九]点二[二]分的<overlap>。,没有啊，很高的评分的话高的，评分的话是在九点二分的。,没有啊很高的评分的话高的评分的话是在九点二分的
507,0004/D0004_A.txt,1333.3,1333.65,4,嗯。,嗯。,嗯
508,0004/D0004_A.txt,1337.1,1347.19,4,她呃/i她的电[电]视剧还[还还还]是漫[漫]威的第[第]一部[第一部]电视剧。,她她的电视剧还是漫威的第一部电视剧。,她她的电视剧还是漫威的第一部电视剧
509,0004/D0004_A.txt,1355.95,1363.88,4,而且绯[绯]红女[女]巫的演[演]员，伊[伊]丽莎白奥[奥]尔森真[真]的非常漂[漂]亮。,而且绯红女巫的演员，伊丽莎白奥尔森真的非常漂亮。,而且绯红女巫的演员伊丽莎白奥尔森真的非常漂亮
510,0004/D0004_A.txt,1370.66,1372.2,4,对对对，快去追。,对对对，快去追。,对对对快去追
511,0004/D0004_A.txt,1393.65,1402.16,4,<overlap>有啊有啊有啊，主[主]要是平[平]时的话，我[我]基本上是手[手]写。,有啊有啊有啊，主要是平时的话，我基本上是手写。,有啊有啊有啊主要是平时的话我基本上是手写
512,0004/D0004_A.txt,1402.22,1412.59,4,完了我[我]是嗯/i对，我[我我]打字的话，我[我]拼音很[很]烂的。好然后我[我我]有些时候我就一[一]直在手[手]写。,完了我是对，我打字的话，我拼音很烂的。好然后我有些时候我就一直在手写。,完了我是对我打字的话我拼音很烂的好然后我有些时候我就一直在手写
513,0004/D0004_A.txt,1412.68,1421.79,4,然后遇[遇]的到起我手[手]写手[手]写不过来的场[场]景的话，我[我]就会输入语[语]音我[我]就会[会]用。,然后遇的到起我手写手写不过来的场景的话，我就会输入语音我就会用。,然后遇的到起我手写手写不过来的场景的话我就会输入语音我就会用
514,0004/D0004_A.txt,1421.94,1426.33,4,呃/i苹[苹]果自[自]带的语[语]音输[输]入法。,苹果自带的语音输入法。,苹果自带的语音输入法
515,0004/D0004_A.txt,1427.17,1435.05,4,但是我[我我我]一个人我[我]说话的时候，我当时我一个人，我说话我[我我]语音输入的时候。,但是我一个人我说话的时候，我当时我一个人，我说话我语音输入的时候。,但是我一个人我说话的时候我当时我一个人我说话我语音输入的时候
516,0004/D0004_A.txt,1435.28,1440.1,4,我是不/b[不]会口[口]吃的，我是。,我是不会口吃的，我是。,我是不会口吃的我是
517,0004/D0004_A.txt,1445.45,1451.81,4,我也不知道为[为]什么，我也觉[觉]得很[很]奇怪，我就觉得，<overlap>对。,我也不知道为什么，我也觉得很奇怪，我就觉得，对。,我也不知道为什么我也觉得很奇怪我就觉得对
518,0004/D0004_A.txt,1456.63,1464.81,4,呃/i就是怎么说呢，不会在[在]意别[别]人的感[感]受就是。,就是怎么说呢，不会在意别人的感受就是。,就是怎么说呢不会在意别人的感受就是
519,0004/D0004_A.txt,1479.03,1486.54,4,嗯，对，因为它没有那么多的包袱，对。,嗯，对，因为它没有那么多的包袱，对。,嗯对因为它没有那么多的包袱对
520,0004/D0004_A.txt,1503.33,1511.52,4,我想聊啊，就[就]是口[口]吃者的话，在[在]实[实]在说[说]不出话的时候。,我想聊啊，就是口吃者的话，在实在说不出话的时候。,我想聊啊就是口吃者的话在实在说不出话的时候
521,0004/D0004_A.txt,1511.81,1522.62,4,可不可以使[使]用手[手]语啊，就是我[我我]有[有]些时候我有想学[学]习手语的想[想]法，因。,可不可以使用手语啊，就是我有些时候我有想学习手语的想法，因。,可不可以使用手语啊就是我有些时候我有想学习手语的想法因
522,0004/D0004_A.txt,1522.64,1532.8,4,因为我有[有]些时候的话，我实在说[说]不出来，很[很]难受，但[但]是我又想[想]把它表[表]达出来，但是。,因为我有些时候的话，我实在说不出来，很难受，但是我又想把它表达出来，但是。,因为我有些时候的话我实在说不出来很难受但是我又想把它表达出来但是
523,0004/D0004_A.txt,1546.31,1548.31,4,对对对对。,对对对对。,对对对对
524,0004/D0004_A.txt,1548.36,1551.31,4,<overlap>对，所以这是一个双向的。,对，所以这是一个双向的。,对所以这是一个双向的
525,0004/D0004_A.txt,1570.44,1572.23,4,<overlap>很尴尬吗.,很尴尬吗.,很尴尬吗.
526,0004/D0004_A.txt,1605.42,1619.63,4,嗯/i/p其[其]实我[我]之前我[我]也想[想]过写[写写]下来的，但[但]是我就觉得当[当]着别[别]人的面写[写]下来的话，是[是]一件很[很]尴尬的事情。,其实我之前我也想过写下来的，但是我就觉得当着别人的面写下来的话，是一件很尴尬的事情。,其实我之前我也想过写下来的但是我就觉得当着别人的面写下来的话是一件很尴尬的事情
527,0004/D0004_A.txt,1620.7,1625.36,4,可能是[是]我之[之]前从[从]来没有尝试过吧，可能是。,可能是我之前从来没有尝试过吧，可能是。,可能是我之前从来没有尝试过吧可能是
528,0004/D0004_A.txt,1651.97,1660.1,4,Tracy姐可不可以呃/i分[分]享一[一]些方[方]法啊，就是在实[实]在说[说]不出话的时候。,Tracy姐可不可以分享一些方法啊，就是在实在说不出话的时候。,Tracy姐可不可以分享一些方法啊就是在实在说不出话的时候
529,0004/D0004_A.txt,1660.35,1670.03,4,但[但但]是非[非]常想[想]表[表]达的时候，可[可]不可以[可不可以]给我分[分]享一下你[你]自己的办法呀。,但是非常想表达的时候，可不可以给我分享一下你自己的办法呀。,但是非常想表达的时候可不可以给我分享一下你自己的办法呀
530,0004/D0004_A.txt,1688.96,1696.57,4,啊/i就[就]是调[调]整自[自]己的呼吸状[状]态，或者说[说]话的状态是吧。,就是调整自己的呼吸状态，或者说话的状态是吧。,就是调整自己的呼吸状态或者说话的状态是吧
531,0004/D0004_A.txt,1714.16,1722.64,4,对，难发音还[还还还]有口[口]吃预感，真的很恐怖很*。,对，难发音还有口吃预感，真的很恐怖很*。,对难发音还有口吃预感真的很恐怖很*
532,0004/D0004_A.txt,1729.07,1730.67,4,什么话题吗。,什么话题吗。,什么话题吗
533,0004/D0004_A.txt,1736.55,1746.85,4,句子的话，我嗯/i我[我]有一个难[难]发音吧，好了比[比]如说像美<overlap>美国的美，我[我]当时。,句子的话，我我有一个难发音吧，好了比如说像美美国的美，我当时。,句子的话我我有一个难发音吧好了比如说像美美国的美我当时
534,0004/D0004_A.txt,1746.99,1752.43,4,我[我]当时我读美[美]的时候，我都觉得很[很]吃力很[很]吃力。,我当时我读美的时候，我都觉得很吃力很吃力。,我当时我读美的时候我都觉得很吃力很吃力
535,0004/D0004_A.txt,1752.46,1764.41,4,完了还[还]有一[一]个词邓邓，呃/i/p就是就是邓小平爷爷的邓，好了我<overlap>。,完了还有一个词邓邓，就是就是邓小平爷爷的邓，好了我。,完了还有一个词邓邓就是就是邓小平爷爷的邓好了我
536,0004/D0004_A.txt,1764.76,1773.52,4,我[我]们宿[宿]舍不[不]是有[有有]一个人姓[姓]邓嘛，<overlap>我[我我]有我有些时候我叫他的名[名]字。,我们宿舍不是有一个人姓邓嘛，我有我有些时候我叫他的名字。,我们宿舍不是有一个人姓邓嘛我有我有些时候我叫他的名字
537,0004/D0004_A.txt,1773.61,1780.93,4,我[我]都要在我[我]都要在那[那]里酝[酝]酿半天，我才说的出来，我才。,我都要在我都要在那里酝酿半天，我才说的出来，我才。,我都要在我都要在那里酝酿半天我才说的出来我才
538,0004/D0004_A.txt,1818.04,1828.01,4,好的，Tracy姐，请嗯/i/b[请]问你，你有向[向]你的朋友透露自己是口[口]吃的事吗。,好的，Tracy姐，请问你，你有向你的朋友透露自己是口吃的事吗。,好的Tracy姐请问你你有向你的朋友透露自己是口吃的事吗
539,0004/D0004_A.txt,1839.85,1848.07,4,<overlap>这样会不会，这[这]样会，这样会[会]不会影[影]响到你们的友[友]谊呀。,这样会不会，这样会，这样会不会影响到你们的友谊呀。,这样会不会这样会这样会不会影响到你们的友谊呀
540,0004/D0004_A.txt,1850.72,1854.77,4,想跟我朋[朋]友说，我就怕知道知道。,想跟我朋友说，我就怕知道知道。,想跟我朋友说我就怕知道知道
541,0004/D0004_A.txt,1911.31,1920.83,4,他们听[听]到是你你是口[口口]吃呃/i是的话，是不是很他们的第[第]一反[反]应是[是]不是很[很]惊讶。,他们听到是你你是口吃是的话，是不是很他们的第一反应是不是很惊讶。,他们听到是你你是口吃是的话是不是很他们的第一反应是不是很惊讶
542,0004/D0004_A.txt,1947.0,1960.53,4,我就怕如[如]果我[我我]向我的朋[朋]友坦[坦]白，我[我我]有口[口]吃的话，他们会离[离]开我呀嫌[嫌嫌]弃我呀。,我就怕如果我向我的朋友坦白，我有口吃的话，他们会离开我呀嫌弃我呀。,我就怕如果我向我的朋友坦白我有口吃的话他们会离开我呀嫌弃我呀
543,0004/D0004_A.txt,1960.61,1962.43,4,这些，对。,这些，对。,这些对
544,0004/D0004_A.txt,1969.43,1970.42,4,口音。,口音。,口音
545,0004/D0004_A.txt,1984.04,1991.88,4,不会，<overlap>我们生[生]活在四[四]川，我[我]们都[都]是用的四[四]川话交[交]流。,不会，我们生活在四川，我们都是用的四川话交流。,不会我们生活在四川我们都是用的四川话交流
546,0004/D0004_A.txt,2002.06,2006.55,4,<overlap>但是如，嗯，*你啊Tracy姐。,但是如，嗯，*你啊Tracy姐。,但是如嗯*你啊Tracy姐
547,0005/D0005_A.txt,29.35,36.95,5,嗯/i/p好的，我那我就是开始，我叫<姓名>，就是嗯/i现在是一名<医生>吧。,好的，我那我就是开始，我叫，就是现在是一名吧。,好的我那我就是开始我叫就是现在是一名吧
548,0005/D0005_A.txt,37.21,42.57,5,之前其实我的口吃经历吧，怎么说就是从小的时候我就是之前。,之前其实我的口吃经历吧，怎么说就是从小的时候我就是之前。,之前其实我的口吃经历吧怎么说就是从小的时候我就是之前
549,0005/D0005_A.txt,42.93,46.89,5,模仿别人学来的，就是之前邻居的时候有人口吃嘛。,模仿别人学来的，就是之前邻居的时候有人口吃嘛。,模仿别人学来的就是之前邻居的时候有人口吃嘛
550,0005/D0005_A.txt,47.02,52.51,5,那我就学来，然后小的时候也不太注意可能家里边人没有这个意识，就是说。,那我就学来，然后小的时候也不太注意可能家里边人没有这个意识，就是说。,那我就学来然后小的时候也不太注意可能家里边人没有这个意识就是说
551,0005/D0005_A.txt,53.31,61.17,5,及时的可能他们说过一两次就说不要学别，但是没有[没有/p]就是/p。,及时的可能他们说过一两次就说不要学别，但是没有就是。,及时的可能他们说过一两次就说不要学别但是没有就是
552,0005/D0005_A.txt,61.22,65.88,5,特意的就说没有说每天[每天]就比如说让你改正[改正]。,特意的就说没有说每天就比如说让你改正。,特意的就说没有说每天就比如说让你改正
