,file_name,gt_transcriptions,total_stutter
367,831-130746-0003.csv,certainly i'll excuse you replied peter steering around very hard to see what it could be that long bill was making such a good meal of but peter couldn't see a thing that look good to eat there wasn't even a bug or a worm crawling on the ground,0
368,831-130746-0015.csv,i think there is one right under my feet now watch me get stutter him long billboard into the ground until his head was almost against it when he pulled his bill out sure enough there was a worm of course play maumelle it is only in soft ground that i can do this,4
369,831-130746-0053.csv,the boy paused to remember and then with twinkling eyes he mimicked that's very good of you sir but i'll only stop to make a trade with you this horse and some cash to buy food for a durable mount out of your crowell,0
370,831-130746-0037.csv,and you said over a black stutter eye can they look like eggs they feel like eggs but they don't never hatch that's the way with your stutter they look all right they sound all right but they don't mean nothing so long,8
371,831-130746-0035.csv,then he hinted around about learning the way to eldora because he knows that town is pretty close to drew's place i guess i told him sure i did he should have gone do west but i sent him south there is a south trail,0
372,831-130746-0027.csv,my stutter explained i certainly would have stepped on those eggs if you hadn't warned me sidhe i'm so thankful i didn't stutter i don't see how you dare to lay them in the open like this,6
373,831-130746-0059.csv,when he seen that he was all laid out to make a trip by himself,0
374,831-130746-0058.csv,when he leaves the corral he likes to have another house stutter for a running mate and he was stutter just as tame as anything i could ride him anybody could ride stutter him but if you take him outside the bars of the corral without company first thing you done,10
375,831-130746-0047.csv,recognizing the true western breed even in this small addition nash grande speaking man-to-man son i didn't think that but i thought i'd sort of feel my way which i'll say you're lucky you didn't try to feel your way with paw,0
376,831-130746-0013.csv,and how is it possible for you to open your bill down there stutter to take him and ask peter longville chuckled,3
377,831-130746-0020.csv,every stutter few steps he would stop to pick up something then stand for a second bobbing up and down in the funniest way as if his body was so nicely balanced on his legs that it teetered back and forth like a seesaw,4
378,831-130746-0000.csv,i didn't mean to scare stutter apologize peter i really didn't mean to do you think he was really very much scared,5
379,831-130739-0019.csv,jenny call peter stutter jenny wren jenny wren no one answered him he could hear mr. wren singing stutter in another tree but stutter he couldn't see him jenny jenny read jenny wren called peter again,12
380,831-130739-0012.csv,it was crusty the great crested stutter flycatcher he was a wee bit bigger than scrapper the kingbird yet not quite so big as welcome robin and more slender,3
381,831-130739-0054.csv,jenny pause and jerked her tail and patiently well what stutter is it now she demanded have you got two homes stutter peter good gracious no exclaim jenny,8
382,831-130739-0011.csv,every way but the right way look stutter up over your head cried the voice rather harsh voice,4
383,831-130739-0008.csv,are you going to build in the old orchard this year as peter of course i am declared scrapper i just then he's by blackie the crow and dashed out to meet him,0
384,831-130739-0046.csv,i've noticed there are number of my neighbors stutter who feel the same way about it there is something settled about an stutter old house it doesn't attract attention the way a new one does so long as stutter it has got reasonably good walls and the rain and the wind can't get in,9
385,831-130739-0038.csv,it was such a funny thing for crest you to ask for that peter's curiosity would allow him no peace and the next morning he was up in the old orchard before jolly mr. sun and kicked his bed clothes off,0
386,831-130739-0057.csv,i'll just run over stutter and pay my respects to grandfather frog into red wing the black bird red wing was one of the first birds to arrive and i've neglected him shamefully when peter thinks or something to do we waste no time,2
387,831-130739-0028.csv,it didn't take peter long to find pee wee he just followed the sound of that voice and presently saw p we fly out and make the same kind of little circle as the other members of the family make when they are hunting fly,0
388,831-130739-0050.csv,call me tip the chickadees sometimes stutter uses an old house then again he and mrs. chickadee get fussy and stutter make a house with themselves yellow wing the flicker who really is a woodpecker often uses an old house but quite often makes a new one,6
389,831-130739-0017.csv,cast stutter offs mix suits for peter could say another word stutter christy had flown away peter hesitated looking first chords the dear old briar patch and then for it's jenny wren house,7
390,831-130739-0021.csv,didn't i peter rabbit didn't stutter i didn't i hope you certainly did jenny it was certainly did and i'm stutter sorry to disturb you replied peter meekly i wouldn't have thought of doing such a thing but i just didn't know who else to go to,6
391,831-130739-0025.csv,with this jenny wren disappeared inside her stutter house and there was nothing for peter to do but once more start for the dear old briar patch stutter on his way he couldn't resist the temptation to run over to the green forest which was just beyond the old orchard,7
392,831-130739-0043.csv,in a hole in a stutter tree like the rest of us sensible people recorded jenny stutter wren promptly peter looked quite a surprise as he felt does christie make the stutter hole he asked goodness gracious no explain jenny wren,10
393,831-130739-0037.csv,stutter but most of all peter thought about that queer request of christie's in a dozen times that day he found himself peeping under old logs in the hope of finding a cast-off coat of mr. black snake,2
394,831-130739-0009.csv,turning away towards stutter the green meadows instead peter didn't wait for scrapper to return,2
395,831-130739-0042.csv,and they certainly stutter good sense in choosing a house more sense than any other stutter member of their family to my way of thinking snakeskin ugg by the way where does christy build a computer,8
396,831-130739-0016.csv,whatever peter stutter i can't remember stutter the snake family replied christy somewhat impatiently now don't forget peter i've got to go house hunting but you'll find me there or hereabouts if it happens that you find one of those,4
397,831-130739-0026.csv,he just stutter to find out if there was anything new over there hardly had he reached it when he heard a plaintiff voice crying stutter peewee peewee peewee peter chuckled happily,9
398,831-130739-0024.csv,it flew away before i could ask him why he stutter wants them and so i came to you because i know you know everything especially everything concerning your neighbors,4
399,831-130739-0058.csv,office started liberty liberty lift for the stutter pool he kept stutter close to the edge of the green forest until he reached the place where the laughing brook comes out of the green forest on its way to the smiling pool in the green meadows,8
400,831-130739-0018.csv,he just couldn't understand about those cast off suits of the snake family stutter stutter he felt sure that jenny wren could tell him finally curiosity got the best of him and stutter you scampered liberty liberty to the foot of the tree in which jenny wren had her home,13
401,831-130739-0003.csv,there wouldn't be any honey if i did,0
402,831-130739-0007.csv,but if you couldn't see the fly he could hear the sharp click of stutter bill and he knew by the way scrapper kept opening and shutting his stutter mouth after his return that he had caught the fly out of his taste good,7
403,831-130739-0031.csv,the upper half stutter of his bill was black but the lower half was light peter could see on each wing to whitish bars and he noticed that pee-wee's wings were longer than his tail which wasn't the case with chubbuck,3
404,831-130739-0027.csv,he usually is one of the last of stutter the flycatcher family to arrive i didn't expect to find him yet i wonder what has brought him up so early,4
405,831-130739-0014.csv,you seem to be in a hurry so don't let me stutter detain your peters agresti before peter stutter could find his time i just want to ask one little favor of you what is it ask peter,6
406,831-130739-0010.csv,just as he was leaving the far corner of the old orchard stutter someone called him old peter rabbit stutter called the boys peter stutter stop roughly set up very straight look this way i looked that way and look the other way,9
407,831-130739-0041.csv,perhaps they think it stutter scare robbers away as for me i should have a cold chill every time i got into my stutter nest if i had to stutter sit on anything like that i have to admit that chris and his wife are a handsome couple,10
408,831-130739-0053.csv,spooky isn't particular so long as the house is big enough stutter to be comfortable he lives in it more or less that you're around now i must get back to those eggs of mine i've talked quite enough for one morning call jenny craig peter as a sudden thought struck him,4
409,831-130739-0061.csv,he had stutter a glimpse of a brown form disappearing over the tops of some tall bushes then peter chuckled,5
410,831-130739-0013.csv,his stutter throat and breast with gray shading into bright yellow underneath his back and head were of a grayish brown with a tint of olive-green they pointed cap was all that was needed to make him fight distinguished-looking,2
411,831-130739-0023.csv,you don't understand cried peter hurriedly stutter what i want to know is why should crestview the flycatcher asked stutter me to please let him know if i found any cast of suits of the snake family,7
412,831-130739-0059.csv,richardson young trees grow along the banks of the stutter laughing brook at this point the ground was soft and place is quite muddy peter doesn't mind getting his feet dance so he hopped along carelessly,2
413,831-130739-0036.csv,but they must be very useful little people and helping old mother nature take care of her trees and other growing things which insects so dearly love to destroy,0
414,831-130739-0020.csv,this time jenny popped her head out and her little eyes girly snapped didn't i tell you the other day peter rabbit that i'm not to be disturbed didn't i tell you that i've got seven eggs in here and then i can't spend any time gossiping,0
415,831-130739-0045.csv,there is downy woodpecker hard at work on a new house this very minute that's good i like to see that it means that next year there will be one more house for someone here in the old orchard for myself i prefer old houses,0
416,831-130739-0029.csv,it ended just where it has started on a dead stutter of a tree and a shady rather lonely part of the green forest stutter at once he began stutter to call his name and a rather sad plaintive tone peewee peewee peewee,13
417,831-130739-0047.csv,the older it stutter is the better it suits me but the woodpecker seem to like new houses best which as i said before is a very good thing stutter the rest of us,8
418,831-130739-0022.csv,don't you for what snap jenny wren stutter is it you come to stutter me for snakeskins replied peter snakeskin snakeskin street jenny wren,8
419,831-130739-0062.csv,he scared me for stutter second then you're even said it was supposed to hand you scared him i saw you coming but long bill stutter didn't peter turn quickly there was mrs. woodcock peeping at him from behind a tussock of grass,7
420,831-130739-0048.csv,winsome bluebird stupid snap jenny ran stutter grande and look foolish of stutter course said he i forgot all about winsome and skimmer the tree swallow out of jenny that's so i ought to have remembered him explain peter,7
421,831-130739-0005.csv,i am one of our brown's best stutter friends if he did but no it you can talk all you please about the wonderful eyesight of the members of the hawk family but if any one of them has better eyesight than i have i'd like to know who it is,2
422,831-130739-0030.csv,but he wasn't sad as stutter peter well knew it was his way of expressing how happy you felt he was a little bigger than his stutter cousin chebbak but look very much like him stutter was a little notch in the end of his tail,11
423,831-130739-0001.csv,and his bill snapped in quite the same way cheb x did stutter when he caught a fly but it wasn't fly the scrapper had it was abby peter saad very distinctly just as scrappers snapped,2
424,831-130739-0015.csv,it's in your roaming about you run across an old cast of stutter suit of mr. black stutter snake or any other member of the snake family i stutter wish you would remember me and let me know will you peter said christy,9
425,831-130739-0056.csv,he stutter wasn't ready to go back home to the dear old briar patch yet there seems nothing else to do for everybody in the stutter orchard was too busy for idle gossip peter scratched a stutter long ear with a long hind foot trying to think of someplace to go,10
426,831-130739-0060.csv,right under his very nose something shot up into the stutter air with a whistling sound it startled peter stutter so that he stopped short with his eyes popping out of his head,7
427,831-130739-0039.csv,jenny wren was as good as her word while she flitted stutter and hopped about this way and that way in stutter that fussy way of hers getting her breakfast she talked jenny couldn't keep her tongue still if she wanted to did you find any old clothes with the snake family should demand it,5
428,831-130739-0040.csv,then stutter peter shook his head her tongue ran off on without waiting for him to reply christy and his wife always insist upon having a piece of snake skin in their nest said she why they wanted goodness knows,5
429,831-130739-0051.csv,then there are kelly the sparrow hawk and spooky the screech owl peter looks surprised i did suppose they nested in holes in trees he exclaimed they certainly do more's the pity snap jenny,0
430,831-130739-0033.csv,that is something i don't often do if you please peter inquired politely why do folks call you would peewee peewee chuckled happily,0
431,831-130739-0035.csv,come as often as you like replied peewee the stutter often or the better back in the old briar patch peter thought overall he had learned about the flycatcher family and as he recalled how they were forever catching all sorts of flying insects it suddenly struck him,2
432,831-130739-0034.csv,it is so quiet and restful that i love it misses peewee and i are very retiring we do not like too many near neighbors you won't mind if i come to see you once in awhile will you ask peter as he prepared to start on again for the dear old briar patch,0
433,831-130739-0000.csv,scrappers stutter raised cap seemed all black but if peter could have gotten close enough stutter he would have found that hidden in it was a patch of orange red well peter set steering up at him scrap or suddenly darted out into the air,7
434,831-130739-0044.csv,where are your eyes peter did you ever see a fly catcher with a bill that looked as if it could cut wood she didn't wait for a reply but rattled on it is a good thing for a lot of us that the woodpecker family are so fond of new houses look,0
435,831-130739-0032.csv,but no one could ever mistake pee-wee for any of his relatives for the stutter simple reason stutter that he keeps repeating his own name over and over aren't you here early has peter keweenaw.,6
436,831-130739-0002.csv,reminder peter that he had often stutter heard scrapper called the b martin and now he understood why do you live on bees all together has peter,2
437,831-130739-0006.csv,there's a fly way over there beyond the old apple tree watch stutter the kitchen peter knew stutter than to waste any effort trying to see that fly he knew that he couldn't have seen it had it been only one for that distance away,8
438,831-130739-0055.csv,when is all stutter i can take care of and then why demanded peter trampoline stutter mr. rehn work all day carrying sticks and straws into a hole and another tree it seems to me that he has carried enough in there to build two or three ness,9
439,831-130739-0052.csv,it would be a good thing for the rest of us if they didn't ask stutter all but they do and an old house of yellow wing the flickers suits either of them kelly always uses one that is high up and comes back year after year,5
440,831-130739-0004.csv,those that i do cats are mostly drones and stutter you know the drones are useless they do no work at all it is only by accident that i now then catch a worker i eat all kinds of insects that fly and some don't,3
441,831-130739-0049.csv,i noticed that he is very fond of the same stutter you're after year is there anybody else stutter again jenny wren knotted yanking the nuthatches is an old house i'm stutter told but he usually goes up north for his nesting said she,11
442,8238-283452-0005.csv,no news at all his projects must be brought to their final issue,0
443,8238-283452-0036.csv,and now our family is very well represented stutter in the old orchard so chubbuck probably slowly peter reached over his back with his long left hind foot and thoughtfully scratches long right here,4
444,8238-283452-0031.csv,and approaching the patriarch they placed his hands reverently on stutter heads seeming to entreat a blessing do younger men were content with touching his robe or even drawing 9 is person,5
445,8238-283452-0018.csv,was rich stutter and imposing though strictly after the simple fashions of the tribe his stutter was of the finest skins which has been deprived of their fur,7
446,8238-283452-0040.csv,of course peter couldn't be left out of anything like stutter that and he scampered for the scene of trouble as fast as his legs could take him,4
447,8238-283452-0044.csv,he wasn't afraid stutter intended that everybody should know especially red tail it is because of his fearlessness that stutter he is called kingbird all the time he was screaming at the top of his lungs calling red taylor robber and every other bad name you can think of,9
448,8238-283452-0001.csv,and apparently as i'm concerned as if he had no interest in the result,0
449,8238-283452-0015.csv,the elastic light stuff of indian was gone and in its place he was compelled to toil his tardy way over the ground,0
450,8238-283452-0043.csv,he was stutter just a little smaller than welcome robin and in comparison with him redtail was a perfect giant but this seemed to make no difference scrapper that is who it was,3
451,8238-283452-0039.csv,but that very instant stutter great racket broke out on the other side of the old orchard inn in no time at all the feathered folks were hurrying from stutter direction screaming at the top of their voices,10
452,8238-283452-0042.csv,a white-throated white breasted bird having a stutter cap and back and a broad white band stutter across the end of his tail was darting at redtail as if you meant to pull stutter out every feather in the ladders code,12
453,8238-283452-0011.csv,on the press the case in the aged warrior his privilege it was to speak with silent seemingly oppressed with a magnitude of a subject the delay had already continued long beyond the usual deliberative pause,0
454,8238-283452-0034.csv,a rose left the crowd and then stutter a lodge which is already been noted as the object of so much attention throughout that morning,5
455,8238-283452-0046.csv,scrapper flew back and perched on a dead branch of one of stutter the trees where he received the congratulations of all his feathered neighbors he took them quite modestly assuring them that he had done nothing,4
456,8238-283452-0026.csv,the decision was likely to produce so deep an influence on his own fortunes,0
457,8238-283452-0002.csv,escape is vigilant eyes,0
458,8238-283452-0037.csv,he didn't like to admit stutter that he couldn't recall those two cousins of cheb x did you say you're fighting cousin he asked any visiting stutter way that is what i said replied chubbuck he stutter is scrapper the kingbird as of course you know,9
459,8238-283452-0045.csv,all the other birds joined him stutter and calling red tail bad names but none not even bully the english sparrow was brave enough to stutter join him and attacking big red tail when he has succeeded in stutter driving red tail far enough from the old orchard to suit him,11
460,8238-283452-0004.csv,informal assemblage of stutter nation at such meetings for rare and only called on occasions of the last importance the subtle huron who still set apart,5
461,8238-283452-0029.csv,with the dignity of a monarch and the air of a father,0
462,8238-283452-0033.csv,the chiefs grew back again to the stutter places and silence reigned in the whole encampment,5
463,8238-283452-0021.csv,and touching contrast of the color of his snow stutter white locks his tomahawk stutter was nearly hit and silver and the handle of his knife shown like horn of solid gold so soon as the first home of emotional pleasure,4
464,8238-283452-0006.csv,in front of the encampment where the stutter warriors were already beginning to stutter collect and might have been a half an hour before each individual including even the women and children was in his place,5
465,8238-283452-0032.csv,so just as a valiant none but the most distinguished among the youthful warriors even presume so far as to perform the ladder ceremony the great mass of the multitude mean in a sufficient happiness,0
466,8238-283452-0038.csv,the rest of us always feel safe when he is about of course i know him declared peter in space clearing where is he now,0
467,8238-283452-0047.csv,peter couldn't help but admire scrapper for stutter his courage as peter looked up at scrap or he saw that like all the rest of the flycatchers there was just the tiniest hooks on the end of this bill,3
468,8238-283452-0025.csv,did you run chief there for stuff to eat early out of a little from the throng,0
469,8238-283452-0012.csv,it always preceded a conference but stutter no sign of impatience or surprise escape even the youngest boy occasionally and i was raised from the earth where the looks of most were riveted,4
470,8238-283452-0016.csv,his dark wrinkled countenance was in singular and wild stutter contrast with the long white locks which floated on his shoulders,3
471,8238-283452-0022.csv,push the sudden appearance is venom rated stutter created had a little subsided,5
472,8238-283452-0013.csv,and three men issuing from stutter slowly approached the place of consultation stutter they were all aged even beyond that. to which stutter oldest present had reached the one in the center who leaned on his companions for support,14
473,8238-283452-0028.csv,the eyes of the old man were closed as of the organs were we stutter was having so long what does the selfish working so the human passions,5
474,8238-283452-0023.csv,what's whispered from mouth-to-mouth stutter mogwai dolphin heard the same of this wise and just delaware,2
475,8238-283452-0019.csv,a stutter various deeds and arms done and for ages his bosom stutter loaded with metals phone mass of silver and one or two even in gold,8
476,8238-283452-0009.csv,standing ready stutter move his auditors to some hasting and perhaps injudicious discussion,5
477,8238-283452-0007.csv,stutter the delay has been created by the grave preparations that would be necessary to so solemn and stutter unusual a conference but when the sun was seen climbing about the tops of that mountain,8
478,8238-283452-0024.csv,with the great spirit and which has since transmitted his name was some slight alteration to the white you surface of his ancient territory,0
479,8238-283452-0008.csv,is number someone succeeded a thousand souls,0
480,8238-283452-0035.csv,who scored in the individuals who had caused all they sell stutter preparations for the seat of judgment the crowd opened in a line and when the party had re-entered,5
481,8238-283452-0017.csv,since they had last stutter been shorn the dress of this patriarch stutter such considering his backstage in conjunction with his affinity stutter and affluence with his people he might very properly be termed,11
482,8238-283452-0030.csv,who belongs rather to another world to stutter them to this was received by his people after a suitable indecent pause,2
483,8238-283452-0027.csv,the americans sometimes call their $2 st. tammany a corruption of the name of the renowned chief here introduced,0
484,8238-283452-0000.csv,margwa stutter not only maintained his seat for the very attitude he had originally taken against the side of the lodge,5
485,8238-283452-0014.csv,add number to stutter the amount of years to wish that she would raise a seller permitted to a tang is frame stutter which one spent all indirect like the theater was not bending under the pressure of more than a century,6
486,8238-283452-0020.csv,he also wore armlets is temperatures above the stutter ankles of the ladder precious metal,3
487,8238-283452-0041.csv,and this way and that way as if stutter to get away from something stutter somebody 4 minute peter couldn't think what was the trouble with red tail and then he saw,10
488,8238-283452-0010.csv,i just thought stutter one chose to make some movement no deeds and arms no natural gifts or stutter any renown is an orator,7
489,8238-283452-0003.csv,he stutter every measure on which they decided in a might almost be said,5
490,8238-274553-0014.csv,free if i pray for you for you see to the stutter busy time with me much ado about stutter the tribe or other half tribe of delaware's,9
491,8238-274553-0008.csv,the expression of his i contradicted his figurative and boastful language,0
492,8238-274553-0051.csv,i'm gravely spread his presence before the dazzled eyes of his hosts they consisted principally of trinkets of little value plundered from the slaughtered females of william henry,0
493,8238-274553-0043.csv,she is welcome return the chief of the ladder stutter nation fillmore in fattic lee the baffled magua continues to help several minutes apparently indifferent however to the reports i've received,3
494,8238-274553-0059.csv,since it's led to the delawares stutter for so they the delawares are friends stutter minds are turned from their canada father this insinuation was a home thrust,8
495,8238-274553-0003.csv,so further wild and glaring eyeballs to roll in the direction of a white-headed savage,0
496,8238-274553-0073.csv,is short every occupation was a banded for the time and all other pursuits team discarded in order that the tribe i freely indulge after their own peculiar manner and i'm open expression feeling,0
497,8238-274553-0026.csv,he was without arms and his paint ended rather to soften then increase the natural sternness of his austere countenance when in full view of the delaware has he stopped and made a gesture of a manatee,0
498,8238-274553-0001.csv,leaving the place beneath clear of it's fumes,0
499,8238-274553-0066.csv,willie stutter think so when he hears that his greatest enemy is dead in the camp of his children,3
500,8238-274553-0029.csv,he stutter paid at the advanced mini courteous signs of greeting to the men he passed neglecting to notice the women however like one who deemed their favor in the present enterprise of no importance,4
501,8238-274553-0007.csv,he is happy who knows stutter that the evil has raced dies with himself i have done the speaker who was stutter the father of the year creon's young indian with rounded about him,7
502,8238-274553-0069.csv,what does my brother mean divided look for door in a tone that by its wonder far exceeded the usual apathy of his race huron never lies return mark coldplay,0
503,8238-274553-0053.csv,compliments as left them no ground of complaint ensured the whole ceremony contain such a happy blending of the profitable with the flattering that it was not difficult for the donor immediately to read the effect of a generosity,0
504,8238-274553-0038.csv,is the face of my great canada father stutter again toward his children children,5
505,8238-274553-0056.csv,the redskins should be friends and look with open eyes on the white man has not my brother sent its spies in the woods the delaware whose name in english dignified heart heart,0
506,8238-274553-0016.csv,thought they had some fit with stutter a mysterious reserve so common among the natives to withhold their assistance at stutter the moment when it was most required the french had accounted for this unexpected affection on the part of the ally,5
507,8238-274553-0028.csv,fortify by these assurances stutter the dark figure left the brow of the natural rocky trayaurus,4
508,8238-274553-0044.csv,and this is opening effort to regain possession of korra do my young men leave the delawares room on the mountains for their hunts he at length continued,0
509,8238-274553-0024.csv,when no other enemy than the feast of the forest is expected to be encountered and occasionally the eyes of a whole group or turn simultaneously,0
510,8238-274553-0042.csv,does stutter my prisoner give trouble to my brothers she is welcome the past between the hurons stutter of the delawares is short stutter and it is open letter be sent to my squaws if she gives trouble to my brother,10
511,8238-274553-0033.csv,he is come repeated magua finding his head with stutter dignity of an eastern prince the cheap extended his stutter arm and take the other by the wrist they wants more exchange friendly salutations,7
512,8238-274553-0037.csv,notwithstanding every individual present was perfectly aware,0
513,8238-274553-0065.csv,he will see no change it is true stutter young men did not go out on stutter the warpath they had dreams for not doing so but they love and venerate the great white chief,9
514,8238-274553-0032.csv,composed of cracked corn and beans it is much used also by the weights by korn is mint maze,0
515,8238-274553-0063.csv,together with a material part of their physical force were actually within the limits of the french territory accordingly this alarming annunciation was received as mogwai intended,0
516,8238-274553-0039.csv,when was it ever otherwise return magua he calls my people most beloved the delaware gravely about his acquiescence to what he knew to be false and continued,0
517,8238-274553-0019.csv,their hatchets were dull and time was stutter necessary to sharpen them the politic captain of the canada's stutter have deemed it wiser to submit to entertain a passive friend that my any accidental judge severity to convert him into an open enemy,6
518,8238-274553-0040.csv,the tomahawks of your stutter young men have been very red stutter it is so what they are now brighten dull for the yankees are dead and the delawares are neighbors,5
519,8238-274553-0022.csv,a few earnestly bent on seeking the comforts necessary to their habits for more pausing to exchange hasting whisper sentences with her friends the warriors were lounge in groups,0
520,8238-274553-0068.csv,la stutter longue carabine the delaware warriors started the well-known name betraying by their amazement that they now learned for the first time one so famous among the indian allies of france was within their power,2
521,8238-274553-0034.csv,then the stutter delaware invited his guests to enter his own lodge and share his stutter morning meal the invitation was accepted and the two warriors attended by three or four of the old stutter walked calmly away,11
522,8238-274553-0062.csv,but such a situation of stutter things was likely to prove highly prejudicial to their future movements the distance villages the hunting grounds,2
523,8238-274553-0009.csv,tanning a single minute to stutter enjoy his bitter triumph he turned away as a sticky thing as a gaze stutter of men availing stutter his face in his blanket he walked from the lodge with a noiseless dep of an indian seeking,7
524,8238-274553-0002.csv,the looks of most of the warriors were riveted on the earth,0
525,8238-274553-0031.csv,1 in spoke all those languages that were cultivated among stutter northern stutter aborigines the wise huron is welcome to the delaware,7
526,8238-274553-0012.csv,but who is stutter ever found a cure on a sleep the darkness of the impending cloud which precedes a breast of thunder stutter was not blacker than the brow magua as he exclaimed the delawares of the lakes,5
527,8238-274553-0057.csv,an appalachian stutter that the french had translate into the corridor forgot that up your a sea of purpose,3
528,8238-274553-0048.csv,"stutter what's my canada father, which are the other evasively his children are ready to stutter see him when the great chief comes it is to smoke with the stutter indians in their wigwams the yonce to he is welcome",9
529,8238-274553-0061.csv,and they stutter were now made to feel that their future actions were to be regarded with jealousy and distrust there was no deep stutter insight into causes and effects necessary to 4c,6
530,8238-274553-0021.csv,the woman ran from lodge to lodge,0
531,8238-274553-0074.csv,the old men disposed themselves seriously stutter consider that which it became the honor and safety of stutter their tried to perform under circumstances are so much delicacy and embarrassment,7
532,8238-274553-0046.csv,good exclaim two or three of his auditors at the same time,0
533,8238-274553-0052.csv,in the division of the stutter the cunning here on discovered no less i hurt then in their selection while he bestowed those of greater value on the two most distinguished warriors one of whom was host he sees in his offerings to their inferiors,5
534,8238-274553-0045.csv,it stutter is well justice is the master of a redskin why should they brighten their tomahawks stutter sharpen their knives against each other or stutter not the pale faces stickers in the swallows in the season of flowers,10
535,8238-274553-0067.csv,did the pale-face was slain so many of his friends goes in and out among the delawares go my great canada father is not a fool,0
536,8238-274553-0047.csv,to promote his words to soften stutter the feelings of the delawares before he added have there not been strange moccasins in stutter the woods have not my brother's scented the feet of white men,5
537,8238-274553-0041.csv,the other knowledge the pacific complemented by a gesture of the hand and remain silent than magua as if recalled to such a recollection by the allusion to the massacre demanded,0
538,8238-274553-0000.csv,as though all had inhaled and impurity at the stutter same instant the smoke frieza brother has a little eddie's,2
539,8238-274553-0004.csv,like most around him for more than a minute his look too stutter was on the ground stutter but trusting his eyes that links to steal the glass aside he perceived that he was becoming an object of general attention,7
540,8238-274553-0060.csv,would have been titled walk watch the reputation of a skillful diploma cyst the recent defection of the tribe had as it will amuse themselves subjected the delawares too much reproach among their french allies,0
541,8238-274553-0011.csv,suffer them stutter depart in silence then with an elevation of reading that many in a more cultivated state of society my profitably in me light one of the chiefs drew the attention of the young men,5
542,8238-274553-0025.csv,is it the contain stutter the subjects of their comments thoughts do the existence of this thing stutter a man suddenly appeared as a further six primitive platform of rock which form the level of the village,7
543,8238-274553-0030.csv,stutter his reception was grave silent and weary the warriors and front step stutter aside opening the way to their most approved orator by the action,7
544,8238-274553-0055.csv,my brother is a wise chief stutter he is welcomed the hurons love their friends the delawares returned my gua why should they not they are colored by the same sun and they're just men will hunt in the same grounds after death,3
545,8238-274553-0005.csv,then he arose and lifted stutter voice and the general silence it was a lie he said i had stutter no son he was called by that name is forgotten,7
546,8238-274553-0006.csv,the wicked chippewa was cheated by squaw,0
547,8238-274553-0049.csv,but the yankees have long arms and legs and never tire,0
548,8238-274553-0070.csv,along music pause exceeded the chief consulted stutter apart with his companions stutter and messages dispatch to collect certain stutter of the most distinguished men of the tribe has warrior after warrior dropped in,10
549,8238-274553-0010.csv,in the privacy of his own abode the sympathy of stutter like himself aged for lauren stutter childless do your dance stutter who believe in the hereditary transmission of virtues and defects and character,14
550,8238-274553-0036.csv,stutter does entirely to the events of the hunt and which mogwai has so lately been engaged it would stutter been impossible for the most finished breathing to wear more of the appearance are stutter the visit is a thing of course then to his host,15
551,8238-274553-0072.csv,the boys deserve their sports stutter and walking fearlessly among their fathers looked up incurious admiration have you heard the reef exclamations wonder these are freely express to the tormentors tea are there hated foe,2
552,8238-274553-0023.csv,the instruments of the chase were to be seen in abundance among the lodges but nan departed here and there a warrior was examining his arms with an attention that is where i leave the stone implements,0
553,8238-274553-0017.csv,in various ways it was a prevalent opinion however,0
554,8238-274553-0027.csv,by throwing his arm upward toward heaven and then letting of stutter fall impressively on his breast,3
555,8238-274553-0018.csv,that he wants stutter made them dependent on the six nations from military protection and now rendered them were reluctant stutter encounter their former masters as for the private self it has been content to allow someone calm through his emissaries with indian brevity,7
556,8238-274553-0064.csv,with manifest this appropriation if not with alarm,0
557,8238-274553-0020.csv,on that morning when stutter magua let his silent party from the settlement of the beavers it's the forests in the manner described stutter the sun rose upon the delaware and cap hunt as if it is suddenly brought upon a busy people,7
558,8238-274553-0015.csv,could a symbol about an equal number of stutter warriors with the letter people like their neighbors they had followed won't calm into stutter the territories of the english stutter they were making heavy and serious inroads on the hunting grounds of the mohawks,10
559,8238-274553-0013.csv,not so they who were the petticoats and squalls on their own river one of them has been passing the tribe did my young men take his scalp,0
560,8238-274553-0050.csv,it is well the warriors with eyes open can see his enemy said magua once more shifting his ground,0
561,8238-274553-0035.csv,leaving the rest of stutter tribe devoured by a desire to understand the reasons why so unusual a visit and yellow between the least and patience by sign or word do the short of frugal repast the fallen,5
562,8238-274553-0071.csv,the news spread stutter from mouth to mouth until the holding camp and became powerfully i just hated stutter the women suspended their labors to catch stutter set syllables as on the guardedly fell from the lips of the folding warriors,10
563,8238-274553-0054.csv,so aptly mingled stutter with praise in the eyes of those he addressed this well judged and polite stroke on the part of magwa was not without instantaneous results,3
564,8238-274553-0058.csv,woody and can you send their women of spies did not think you're on tuesday he took women in the battle he told no lie the yankees have send out their scouts,0
565,8098-278278-0004.csv,tell him that i have just made known to stutter his noble and stutter disinterested conduct you are right i will stutter i fear however humphrey that you are right and edith wrong as regards his daughter,13
566,8098-278278-0016.csv,pope's iliad to convince the youth said he was mistaken and handles laid with a powerful pressure on his arm and the low voice of uncas mother tennessee the hurons are dogs,0
567,8098-278278-0015.csv,in stutter the capacity of housekeeper her temper becoming rather worse than better as she advanced in years this is all that we have been able to collect relative to the several parties,4
568,8098-278278-0010.csv,some particulars about the other person judges stutter who have appeared in our little history country stutter must take the first place his level farming continued stutter edward gave him a large farm rent free,9
