Filename,TunedTranscription
1502-122615-0013.flac,he had not long occupied the seat wisely taken a little in the shade when another of the elder warriors who spoke the french language addressed him my canada father does not forget his children said the chief
1502-122615-0014.flac,i thank him an evil spirit lives in the wife of one of my young men can the cunning stranger frighten him away heyward possessed some knowledge of the mummery practised among the indians
1502-122615-0015.flac,in the cases of such supposed visitations he saw at a glance that the circumstance might possibly be improved to further his own ends it would therefore have been difficult just then to have uttered a proposal
1502-122615-0016.flac, that would have given him more satisfaction aware of the necessity of preserving the dignity of his imaginary character however he repressed his feelings and answered with suitable mystery spirits differ
1502-122615-0017.flac,the huron was content with the assurance and resuming his pipe he awaited the proper moment to move the impatient heyward inwardly execrating the cold customs of the savages
1502-122615-0018.flac,equal to that maintained by the chief who was in truth a near relative of the afflicted woman the minutes lingered and the delay had seemed an hour to the adventurer in empiricism when the huron laid aside his pipe
1502-122615-0019.flac,and drew his robe across his breast as if about to lead the way to the lodge of the invalid just then a warrior of powerful frame darkened the door and stalking silently among the attentive group
1502-122615-0020.flac,he seated himself on one end of the low pile of brush which sustained duncan the latter cast an impatient look at his neighbor and felt his flesh creep with uncontrollable horror when he found himself in actual contact with magua
1502-122615-0021.flac, several pipes that had been extinguished were lighted again
1502-122615-0022.flac, drew his tomahawk from his girdle and filling the bowl on its head began to inhale the vapors of the weed through the hollow handle
1502-122615-0023.flac, ten minutes which appeared so many ages to duncan might have passed in this manner and the warriors were fairly enveloped in a cloud of white smoke before any of them spoke
1502-122615-0024.flac,has my friend found the moose the young men stagger under their burdens returned magua let reed that bends go on the hunting path he will meet them a deep and awful silence succeeded the utterance of the forbidden name
1502-122615-0025.flac,as though all had inhaled an impurity at the same instant the smoke wreathed above their heads in little eddies
1502-122615-0026.flac, leaving the place beneath clear of its fumes
1502-122615-0027.flac,the looks of most of the warriors were riveted on the earth
1502-122615-0028.flac, suffer their wild and glaring eyeballs to roll in the direction of a white headed savage
1502-122615-0029.flac, like most around him for more than a minute his look too was on the ground but trusting his eyes at length to steal a glance aside he perceived that he was becoming an object of general attention
1502-122615-0030.flac,then he arose and lifted his voice in the general silence it was a lie he said i had no son he who was called by that name is forgotten
1502-122615-0031.flac,the wicked chippewas cheated my squaw
1502-122615-0032.flac,he is happy who knows that the evil of his race dies with himself i have done the speaker who was the father of the recreant young indian looked round and about him
1502-122615-0033.flac,the expression of his eye contradicted his figurative and boastful language
1502-122615-0034.flac,standing a single minute to enjoy his bitter triumph he turned away as if sickening at the gaze of men and veiling his face in his blanket he walked from the lodge with the noiseless step of an indian seeking
1502-122615-0035.flac, in the privacy of his own abode the sympathy of one like himself aged forlorn and childless the indians who believe in the hereditary transmission of virtues and defects in character
1502-122615-0036.flac, suffered him to depart in silence then with an elevation of breeding that many in a more cultivated state of society might profitably emulate one of the chiefs drew the attention of the young men
1502-122615-0037.flac,but who has ever found a huron asleep the darkness of the impending cloud which precedes a burst of thunder was not blacker than the brow of magua as he exclaimed the delawares of the lakes
1502-122615-0038.flac, not so they who wear the petticoats of squaws on their own river one of them has been passing the tribe did my young men take his scalp
1502-122619-0000.flac,brief i pray for you for you see tis a busy time with me much ado about nothing the tribe or rather half tribe of delawares
1502-122619-0001.flac, could assemble about an equal number of warriors with the latter people like their neighbors they had followed montcalm into the territories of the english crown and were making heavy and serious inroads on the hunting grounds of the mohawks
1502-122619-0002.flac,though they had seen fit with the mysterious reserve so common among the natives to withhold their assistance at the moment when it was most required the french had accounted for this unexpected defection on the part of their ally
1502-122619-0003.flac, in various ways it was the prevalent opinion however
1502-122619-0004.flac, that had once made them dependent on the six nations for military protection and now rendered them reluctant to encounter their former masters as for the tribe itself it had been content to announce to montcalm through his emissaries with indian brevity
1502-122619-0005.flac,that their hatchets were dull and time was necessary to sharpen them the politic captain of the canadas had deemed it wiser to submit to entertain a passive friend than by any acts of ill judged severity to convert him into an open enemy
1502-122619-0006.flac,on that morning when magua led his silent party from the settlement of the beavers into the forests in the manner described the sun rose upon the delaware encampment as if it had suddenly burst upon a busy people
1502-122619-0007.flac,the women ran from lodge to lodge
1502-122619-0008.flac,a few earnestly bent on seeking the comforts necessary to their habits but more pausing to exchange hasty and whispered sentences with their friends the warriors were lounging in groups
1502-122619-0009.flac,the instruments of the chase were to be seen in abundance among the lodges but none departed here and there a warrior was examining his arms with an attention that is rarely bestowed on the implements
1502-122619-0010.flac,when no other enemy than the beasts of the forest is expected to be encountered and occasionally the eyes of a whole group were turned simultaneously
1502-122619-0011.flac, as if it contained the subject of their common thoughts during the existence of this scene a man suddenly appeared at the furthest extremity of a platform of rock which formed the level of the village
1502-122619-0012.flac,he was without arms and his paint tended rather to soften than increase the natural sternness of his austere countenance when in full view of the delawares he stopped and made a gesture of amity
1502-122619-0013.flac, by throwing his arm upward toward heaven and then letting it fall impressively on his breast
1502-122619-0014.flac, fortified by these assurances the dark figure left the brow of the natural rocky terrace
1502-122619-0015.flac,he made as he advanced many courteous signs of greeting to the men he passed neglecting to notice the women however like one who deemed their favor in the present enterprise of no importance
1502-122619-0016.flac,his reception was grave silent and wary the warriors in front stepped aside opening the way to their most approved orator by the action
1502-122619-0017.flac,one who spoke all those languages that were cultivated among the northern aborigines the wise huron is welcome said the delaware
1502-122619-0018.flac, composed of cracked corn and beans it is much used also by the whites by corn is meant maise
1502-122619-0019.flac,he is come repeated magua bending his head with the dignity of an eastern prince the chief extended his arm and taking the other by the wrist they once more exchanged friendly salutations
1502-122619-0020.flac,then the delaware invited his guest to enter his own lodge and share his morning meal the invitation was accepted and the two warriors attended by three or four of the old men walked calmly away
1502-122619-0021.flac, leaving the rest of the tribe devoured by a desire to understand the reasons of so unusual a visit and yet not betraying the least impatience by sign or word during the short and frugal repast that followed
1502-122619-0022.flac, and related entirely to the events of the hunt in which magua had so lately been engaged it would have been impossible for the most finished breeding to wear more of the appearance of considering the visit as a thing of course than did his hosts
1502-122619-0023.flac,notwithstanding every individual present was perfectly aware
1502-122619-0024.flac,is the face of my great canada father turned again toward his huron children
1502-122619-0025.flac,when was it ever otherwise returned magua he calls my people most beloved the delaware gravely bowed his acquiescence to what he knew to be false and continued
1502-122619-0026.flac,the tomahawks of your young men have been very red it is so but they are now bright and dull for the yengeese are dead and the delawares are our neighbors
1502-122619-0027.flac,the other acknowledged the pacific compliment by a gesture of the hand and remained silent then magua as if recalled to such a recollection by the allusion to the massacre demanded
1502-122619-0028.flac,does my prisoner give trouble to my brothers she is welcome the path between the hurons and the delawares is short and it is open let her be sent to my squaws if she gives trouble to my brother
1502-122619-0029.flac,she is welcome returned the chief of the latter nation still more emphatically the baffled magua continued silent several minutes apparently indifferent however to the repulse he had received
1502-122619-0030.flac,and this his opening effort to regain position of corra do my young men leave the delawares room on the mountains for their huns he at length continued
1502-122619-0031.flac, it is well justice is the master of a red skin why should they brighten their tomahawks and sharpen their knives against each other are not the pale faces thicker than the swallows in the season of flowers
1502-122619-0032.flac, good exclaimed two or three of his auditors at the same time
1502-122619-0033.flac,to permit his words to soften the feelings of the delawares before he added have there not been strange moccasins in the woods have not my brothers scented the feet of white men
1502-122619-0034.flac,let my canada father come returned the other evasively his children are ready to see him when the great chief comes it is to smoke with the indians in their wigwams the hurons say too he is welcome
1502-122619-0035.flac,but the yengeese have long arms and legs that never tire
1502-122619-0036.flac,it is well the warrior whose eye is open can see his enemy said magua once more shifting his ground
1502-122619-0037.flac, and gravely spread his presents before the dazzled eyes of his hosts they consisted principally of trinkets of little value plundered from the slaughtered females of william henry
1502-122619-0038.flac,in the division of the baubles the cunning huron discovered no less art than in their selection while he bestowed those of greater value on the two most distinguished warriors one of whom was his host he seasoned his offerings to their inferiors
1502-122619-0039.flac,compliments as left them no ground of complaint in short the whole ceremony contained such a happy blending of the profitable with the flattering that it was not difficult for the donor immediately to read the effect of a generosity
1502-122619-0040.flac,so aptly mingled with praise in the eyes of those he addressed this well judged and politic stroke on the part of magua was not without instantaneous results
1502-122619-0041.flac,my brother is a wise chief he is welcome the hurons love their friends the delawares returned magua why should they not they are colored by the same sun and their just men will hunt in the same grounds after death
1502-122619-0042.flac,the red skins should be friends and look with open eyes on the white men has not my brother scented spies in the woods the delaware whose name in english signified hard heart
1502-122619-0043.flac, an appellation that the french had translated into le coeur dur forgot that obduracy of purpose
1502-122619-0044.flac,would the yengeese send their women as spies did not the huron chief say he took women in the battle he told no lie the yengeese have sent out their scouts
1502-122619-0045.flac,then they fled to the delawares for say they the delawares are our friends their minds are turned from their canada father this insinuation was a home thrust
1502-122619-0046.flac, would have entitled magua to the reputation of a skillful diplomatist the recent defection of the tribe had as they well knew themselves subjected the delawares to much reproach among their french allies
1502-122619-0047.flac,and they were now made to feel that their future actions were to be regarded with jealousy and distrust there was no deep insight into causes and effects necessary to foresee
1502-122619-0048.flac, that such a situation of things was likely to prove highly prejudicial to their future movements their distant villages their hunting grounds
1502-122619-0049.flac, together with a material part of their physical force were actually within the limits of the french territory accordingly this alarming annunciation was received as magua intended
1502-122619-0050.flac, with manifest disapprobation if not with alarm
1502-122619-0051.flac,he will see no change it is true my young men did not go out on the war path they had dreams for not doing so but they love and venerate the great white chief
1502-122619-0052.flac, will he think so when he hears that his greatest enemy is fed in the camp of his children
1502-122619-0053.flac,that the pale face who has slain so many of his friends goes in and out among the delawares go my great canada father is not a fool
1502-122619-0054.flac,la longue carabine the delaware warriors started at the well known name betraying by their amazement that they now learned for the first time one so famous among the indian allies of france was within their power
1502-122619-0055.flac,what does my brother mean demanded le coeur dur in a tone that by its wonder far exceeded the usual apathy of his race a huron never lies returned magua coldly
1502-122619-0056.flac,a long and musing pause succeeded the chief consulted apart with his companions and messengers despatched to collect certain others of the most distinguished men of the tribe as warrior after warrior dropped in
1502-122619-0057.flac,the news spread from mouth to mouth until the whole encampment became powerfully agitated the women suspended their labors to catch such syllables as unguardedly fell from the lips of the consulting warriors
1502-122619-0058.flac,the boys deserted their sports and walking fearlessly among their fathers looked up in curious admiration as they heard the brief exclamations of wonder they so freely expressed the temerity of their hated foe
1502-122619-0059.flac,in short every occupation was abandoned for the time and all other pursuits seemed discarded in order that the tribe might freely indulge after their own peculiar manner in an open expression of feeling
1502-122619-0060.flac,the old men disposed themselves seriously to consider that which it became the honor and safety of their tribe to perform under circumstances of so much delicacy and embarrassment
1502-122619-0061.flac, magua had not only maintained his seat but the very attitude he had originally taken against the side of the lodge
1502-122619-0062.flac, and apparently as unconcerned as if he had no interest in the result
1502-122619-0063.flac, escaped his vigilant eyes
1502-122619-0064.flac,he anticipated every measure on which they decided and it might almost be said
1502-122619-0065.flac,and formal assemblage of the nation as such meetings were rare and only called on occasions of the last importance the subtle huron who still sat apart
1502-122619-0066.flac,now knew that all his projects must be brought to their final issue
1502-122619-0067.flac, in front of the encampment whither the warriors were already beginning to collect it might have been half an hour before each individual including even the women and children was in his place
1502-122619-0068.flac,the delay had been created by the grave preparations that were deemed necessary to so solemn and unusual a conference but when the sun was seen climbing above the tops of that mountain
1502-122619-0069.flac,its number somewhat exceeded a thousand souls
1502-122619-0070.flac,standing ready to move his auditors to some hasty and perhaps injudicious discussion
1502-122619-0071.flac,until such a one chose to make some movement no deeds in arms no natural gifts nor any renown as an orator
1502-122619-0072.flac, on the present occasion the aged warrior whose privilege it was to speak was silent seemingly oppressed with the magnitude of his subject the delay had already continued long beyond the usual deliberative pause
1502-122619-0073.flac, that always preceded a conference but no sign of impatience or surprise escaped even the youngest boy occasionally an eye was raised from the earth where the looks of most were riveted
1502-122619-0074.flac,and three men issuing from it slowly approached the place of consultation they were all aged even beyond that period to which the oldest present had reached but one in the center who leaned on his companions for support
1502-122619-0075.flac,had numbered an amount of years to which the human race is seldom permitted to attain his frame which had once been tall and erect like the cedar was now bending under the pressure of more than a century
1502-122619-0076.flac,the elastic light step of an indian was gone and in its place he was compelled to toil his tardy way over the ground
1502-122619-0077.flac,his dark wrinkled countenance was in singular and wild contrast with the long white locks which floated on his shoulders
1502-122619-0078.flac,since they had last been shorn the dress of this patriarch for such considering his vast age in conjunction with his affinity and influence with his people he might very properly be termed
1502-122619-0079.flac,was rich and imposing though strictly after the simple fashions of the tribe his robe was of the finest skins which had been deprived of their fur
1502-122619-0080.flac, of various deeds in arms done in former ages his bosom was loaded with medals some in massive silver and one or two even in gold
1502-122619-0081.flac,he also wore armlets and cinctures above the ankles of the latter precious metal
1502-122619-0082.flac, in touching contrast to the color of his snow white locks his tomahawk was nearly hid in silver and the handle of his knife shone like a horn of solid gold so soon as the first hum of emotion and pleasure
1502-122619-0083.flac, which the sudden appearance of this venerated individual created had a little subsided
1502-122619-0084.flac, was whispered from mouth to mouth magua had often heard the fame of this wise and just delaware
1502-122619-0085.flac, with the great spirit and which has since transmitted his name with some slight alteration to the white usurpers of his ancient territory
1502-122619-0086.flac,the huron chief therefore stepped eagerly out a little from the throng
1502-122619-0087.flac, whose decision was likely to produce so deep an influence on his own fortunes
1502-122619-0088.flac,the americans sometimes called their tutelar saint tamenay a corruption of the name of the renowned chief here introduced
1502-122619-0089.flac,the eyes of the old man were closed as though the organs were wearied with having so long witnessed the selfish workings of the human passions
1502-122619-0090.flac,with the dignity of a monarch and the air of a father
1502-122619-0091.flac,who belongs rather to another world than to this was received by his people after a suitable and decent pause
1502-122619-0092.flac, and approaching the patriarch they placed his hands reverently on their heads seeming to entreat a blessing the younger men were content with touching his robe or even drawing nigh his person
1502-122619-0093.flac,so just and so valiant none but the most distinguished among the youthful warriors even presumed so far as to perform the latter ceremony the great mass of the multitude deeming it a sufficient happiness
1502-122619-0094.flac, the chiefs drew back again to their several places and silence reigned in the whole encampment
1502-122619-0095.flac, arose left the crowd and entered the lodge which has already been noted as the object of so much attention throughout that morning
1502-122619-0096.flac,escorting the individuals who had caused all these solemn preparations toward the seat of judgment the crowd opened in a lane and when the party had re entered
198-126831-0000.flac, friday was a comfortable day in the household of king everybody was in good humour the story girl sparkled through several tales that ranged from the afrites and jinns of eastern myth through the piping days of chivalry down to the homely anecdotes of carlisle workaday folks
198-126831-0001.flac,she was in turn an oriental princess behind a silk envelope the bride who followed her bridegroom to the wars of palestine disguised as a page gallant lady who ransomed her diamond necklace by dancing a caronso
198-126831-0002.flac,with a highwayman on a moonlit heath and buskirk's girl who joined the sons and daughters of temperance just to see what was into it and in each impersonation she was so thoroughly the thing impersonated
198-126831-0003.flac,cessily and sara ray found a sweet new knitted lace pattern in an old magazine
198-126831-0004.flac,chancing accidentally i vow to overhear certain of these secrets i learned that sara ray had named an apple for johnny price and cecily true's you live there was eight seeds in it and you know eight means they both love
198-126831-0005.flac,while cecily admitted that willy fraser had written on his slate and showed it to her if you love me as i love you no knife can cut our love in two but sara ray never you breathe this to a living soul
198-126831-0006.flac,cecily how old must we be before we can have a real beau but sara always denied it so i am inclined to believe felix simply made it up himself paddy distinguished himself by catching a rat
198-126831-0007.flac,and being intolerably conceited about it until sara ray cured him by calling him a dear sweet cat and kissing him between the ears then pat sneaked abjectly off his tail drooping
198-126831-0008.flac,very few cats have and most of them have such an inordinate appetite for flattery that they will swallow any amount of it and thrive thereon pettie had a finer taste the story girl and i were the only ones who could pay him compliments to his liking
198-126831-0009.flac,the story girl would box his ears with her fist and say bless your gray heart paddy you're a good sort of old rascal and pat would purr his satisfaction i used to take a handful of the skin on his back shake him gently and say
198-126831-0010.flac,pat you've forgotten more than any human being ever knew and i vow paddy would lick his chops with delight but to be called a sweet cat oh sara sara
198-126831-0011.flac, felicity tried and had the most gratifying luck with a new and complicated cake recipe a gorgeous compound
198-126831-0012.flac,the number of eggs she used in it would have shocked aunt janet's thrifty soul but that cake like beauty was its own excuse uncle roger ate three slices of it at tea time and told felicity she was an artist
198-126831-0013.flac,the poor man meant it as a compliment but felicity who knew uncle blare was an artist and had a poor opinion of such fry looked indignant and retorted indeed she wasn't
198-126831-0014.flac, i'd like to sighed too sighed felicity but we'd come home tired and with all the milking to do you boys better go alone peter and i will attend to the milking for one evening said uncle roger you can all go
198-126831-0015.flac, i have an idea that a raspberry pie for to morrow night when the folks come home would hit the right spot accordingly after tea we all set off armed with jugs and cups felicity thoughtful creature also took a small basketful of jelly cookies along with her
198-126831-0016.flac, a pretty walk through a world of green whispering boughs and spice sweet ferns and shifting patches of sunlight the raspberries were plentiful
198-126831-0017.flac, then we foregathered around a tiny wood spring cold and pellucid under its young maples and ate the jelly cookies and the story girl told us a tale of a haunted spring in a mountain glen where a fair white lady dwelt
198-126831-0018.flac, who pledged all comers in a golden cup with jewels bright and if you drank of the cup with her said the story girl her eyes glowing through the emerald dusk about us you were never seen in the world again you were whisked straightway to fairyland and lived there with a fairy bride
198-126831-0019.flac, i think there is such a place in spite of uncle edward said the story girl dreamily and i think there is a way of getting there too if we could only find it
198-126831-0020.flac,one bitter day when they seek it
198-126831-0021.flac,and that is the tragedy of life on that day the gates of edan are shut behind them and age of gold is over henceforth they must dwell in the common light of common day only a few who remain children at heart can ever find that fair lost path again
198-126831-0022.flac,they and only they can bring us tidings from that dear country where we once sojourned and from which we must evermore be exiles the world calls them its singers and poets and artists and story tellers
198-126831-0023.flac,as we sat there the awkward man passed by with his gun over his shoulder and his dog at his side he did not look like an awkward man there in the heart of the maple woods
198-126831-0024.flac,he strode along right masterfully and lifted his head with the air of one who was monarch of all he surveyed the story girl kissed her fingertips to him with the delightful audacity which was a part of her
198-126831-0025.flac, you'd understand why if you ever saw him at a party or a picnic said felicity trying to pass plates and dropping them whenever a woman looked at him they say it's pitiful to see him i must get well acquainted with that man next summer said the story girl
198-126831-0026.flac, if i put it off any longer it will be too late i'm growing so fast aunt olivia says i'll have to wear ankle skirts next summer if i begin to look grown up he'll get frightened of me and then i'll never find out the golden milestone mystery
198-126831-0027.flac, do you think he'll ever tell you who alice is i asked i have a notion who alice is already said the mysterious creature but she would tell us nothing more when the jelly cookies were all eaten it was high time to be moving homeward
198-126831-0028.flac, and the precincts of a possibly enchanted spring when we reached the foot of the orchard and entered it through a gap in the hedge it was the magical mystical time of between lights off to the west was the dothel dole glow hanging over the valley of lost sunsets
198-126831-0029.flac, and i got back about fifteen minutes ago i set down on the front door steps for a moment and all at once i heard a bell ringing in the house eight times i tell you i was scared i made a bolt for the orchard and you won't catch me going near the house to your uncle roger comes home
198-126831-0030.flac,there we stood in a huddle demoralized group oh what an eerie place that orchard was what shadows what noises
198-126831-0031.flac, well here's the key go and see for yourself said peter felicity had no intention of going and seeing i think you boys ought to go she said retreating behind the defence of sex you ought to be braver than girls
198-126831-0032.flac, somebody killed or something like that you know nothing like that ever happened in our family the kings have always been respectable perhaps it is emily
198-126831-0033.flac, king's ghost whispered phelix she never appeared anywhere but in the orchard said the story girl oh oh children isn't there something under uncle alice tree we peered fearfully through the gloom there was something something that wavered and fluttered advanced retreated
198-126831-0034.flac, that's only my old apron said felicity i hung it there to day when i was looking for that white hen's nest oh what shall we do uncle roger may not be back for hours i can't believe there's anything in the house maybe it's only peg bowen suggested dan
198-126831-0035.flac, there was not a great deal of comfort in this we were almost as much afraid of peg bowen as we would be of any spectral visitant peter scoffed at the idea peg bowen wasn't in the house before your uncle roger locked it up and how could she get in afterwards he said
198-126831-0036.flac,no it isn't peg bowen it's something that walks i know a story about a ghost said the story girl the ruling passion strong even in extremity it is about a ghost with eyeholes but no eyes
198-126831-0037.flac, don't cried cecily hysterically don't you go on don't you say another word i can't bear it don't you the story girl didn't but she had said enough
198-126831-0038.flac, all at once something leaped from the bow of a tree and alighted before us we split the air with the simultaneously shriek
198-126831-0039.flac,he struggled out of my clasp and disappeared over the long grasses with soundless leaps
198-126831-0040.flac, he was a strange fruit of animal a questing beast presently the moon rose but this only made matters worse the shadows had been still before now they moved entanced as the night wind tossed the bows the old house with its dreadful secret
198-126831-0041.flac,was white and clear against the dark background of spruces we were woefully tired but we could not sit down because the grass was reeking with dew the family ghost only appears in daylight said the story girl
198-126831-0042.flac,i know he'll laugh at us awful but it's better to be laughed at than scared like this uncle roger did not come until nearly ten never was there a more welcome sound than the rumble of his wheels in the lane
198-126831-0043.flac, we ran to the orchard gate and swarmed across the yard just as uncle roger alighted at the front door he stared at us in the moonlight
198-126831-0044.flac, there's no use asking the meaning of this i suppose said uncle roger with the calm of despair i've gave up trying to fathom you young ones peter where's the key what yarn have you been telling
198-126831-0045.flac, uncle roger unlocked and flung open the front door as he did so clear and sweet rang out ten bell like chimes
198-126831-0046.flac,we had to wait until uncle roger stopped laughing before we heard the explanation we thought he never would stop
198-126831-0047.flac, and now it has almost frightened you poor little monkeys to death we heard uncle roger chuckling all the way to the barn
198-126831-0048.flac, i was so frightened i wouldn't mind if he'd laugh once and have it done with it
198-126831-0049.flac, i shall tell it too i don't care if the joke is as much on myself as any one a story is a story no matter who it's on but it is hateful to be laughed at and grown ups always do it i never will when i'm grown up i'll remember better
198-126831-0050.flac,it's all peter's fault said felicity i do think he might have had more sense than to take a clock striking for a bell ringing
198-126831-0051.flac,it don't sound a bit like other clocks
198-126831-0052.flac, i wouldn't have said the story girl honestly i thought it was a bell when i heard it and the door opened too let us be fair felicity
198-126831-0053.flac,but it was over two hours since we had eaten the cookies and felicity suggested that the best sauce were full of peace
198-129977-0000.flac, eleanor saw with great uneasiness the low spirits of her friend his visit afforded her but a very partial satisfaction
198-129977-0001.flac, while his own enjoyment in it appeared so imperfect it was evident that he was unhappy she wished it were equally evident that he still distinguished her by the same affection which once she had felt no doubt of inspiring
198-129977-0002.flac,but hitherto the continuance of his preference seemed very uncertain and the reservedness of his manner towards her contradicted one moment what a more animated look had intimated the preceding one
198-129977-0003.flac,he joined her and marianne in the breakfast room the next morning before the others were down and marianne who was always eager to promote their happiness as far as she could soon left them to themselves but before she was half way upstairs she heard the parlor dro open
198-129977-0004.flac,as you are not yet ready for breakfast
198-129977-0005.flac,this was a subject which ensured marianne's attention and she was beginning to describe her own admiration of these scenes
198-129977-0006.flac,when edward interrupted her by saying you must not enquire too far marianne remember i have no knowledge in the picturesque and i shall offend you by my ignorance and want of taste if we come to particulars
198-129977-0007.flac,which ought to be irregular and rugged and distant objects out of sight which ought only to be indistinct through the soft medium of a hazy atmosphere you must be satisfied with such admiration as i can honestly give i call it a very fine country
198-129977-0008.flac, the hills are steep the woods seem full of fine timber
198-129977-0009.flac, i can easily believe it to be full of rocks and promontories grey moss and brush wood but these are all lost on me i know nothing of the picturesque
198-129977-0010.flac, i am afraid it is but too true said marianne but why should you boast of it i suspect said elinor that to avoid one kind of affectation edward here falls into another because he believes many people pretend to more admiration of the beauties of nature than they really feel
198-129977-0011.flac,and is disgusted with such pretensions he affects greater indifference and less discrimination in viewing them himself than he possesses he is fastidious and will have an affectation of his own it is very true said marianne that admiration of landscape scenery
198-129977-0012.flac, is become a mere jargon every body pretends to feel and tries to describe with the taste and elegance of him who first defined what picturesque beauty was i detest jargon of every kind and sometimes i have kept my feelings to myself
198-129977-0013.flac,because i could find no language to describe them in but what was worn and hackneyed out of all sense and meaning unconvinced said edward that you really feel all the delight in a fine prospect which you profess to feel
198-129977-0014.flac, but in return your sister must allow me to feel no more than i profess i like a fine prospect but not on picturesque principles i do not like crooked twisted blasted trees i admire them much more if they are tall straight and flourishing
198-129977-0015.flac, i do not like ruined tattered cottages i am not fond of nettles or thistles or heath blossoms i have more pleasure in a snug farm house than a watch tower
198-129977-0016.flac, marianne looked with amazement at edward with compassion at her sister
198-129977-0017.flac, till a new object suddenly engaged her attention she was sitting by edward and then taking his tea from missus dashwood his hand passed so directly before her as to make a ring with a plate of hair in the center very conspicuous on one of his fingers
198-129977-0018.flac,but i should have thought her hair had been darker marianne spoke inconsiderately what she really felt but when she saw how much she had pained edward her own vexation at her want of thought could not be surpassed by his
198-129977-0019.flac, he coloured very deeply and giving a momentary glance at elinor replied yes it is my sister's hair the setting always casts a different shade on it you know elinor had met his eye and looked conscious likewise
198-129977-0020.flac,that the hair was her own she instantaneously felt as well satisfied as marianne the only difference in their conclusions was that what marianne considered as a free gift from her sister elinor was conscious must have been procured by some theft or contrivance unknown to herself
198-129977-0021.flac,she was not in a humour however to regard it as an affront and affecting to take no notice of what passed by instantly talking of something else she internally resolved henceforward to catch every opportunity of eyeing the hair and of satisfying herself beyond all doubt
198-129977-0022.flac,that it was exactly the shade of her own edward's embarrassment lasted some time and it ended in an absence of mind still more settled he was particularly grave the whole morning marianne severely censured herself for what she had said
198-129977-0023.flac,before the middle of the day they were visited by sir john and missus jennings who having heard of the arrival of a gentleman at the cottage came to take a survey of the guest with the assistance of his mother in law sir john was not long in discovering
198-129977-0024.flac, that the name of ferrars began with an f and this prepared a future mine of raillery against the devoted elinor which nothing but the newness of their acquaintance with edward could have prevented from being immediately sprung
198-129977-0025.flac, but as it was she only learned from some very significant looks how far their penetration founded on market's instruction extended sir john never came to the dashwoods without either inviting them to sign in the park the next day or to drink tea with them that evening
198-129977-0026.flac,on the present occasion for the better entertainment of their visitor towards whose amusement he felt himself bound to contribute he wished to engage them for both you must drink tea with us to night said he
198-129977-0027.flac, missus jennings enforced the necessity and who knows but you may raise a dance said she and that will tempt you miss marianne a dance cried marianne impossible who is to dance who why yourselves and the careys and whitakers to be sure
198-129977-0028.flac, what you thought nobody could dance because a certain person that shall be nameless is gone i wish with all my soul cried sir john that willoughby were among us again this and marianne's blushing gave new suspicions to edward
198-129977-0029.flac,and who is willoughby said he in a low voice to miss dashwood by whom he was sitting she gave him a brief reply
198-129977-0030.flac, edward saw enough to comprehend not only the meaning of others but such of marianne's expressions as had puzzled him before and when their visitors left them he went immediately round her and said in a whisper i have been guessing shall i tell you my guess
198-129977-0031.flac,what do you mean shall i tell you certainly well then i guess that mister willoughby hunts marianne was surprised and confused yet she could not help smiling at the quiet archness of his manner and after a moment's silence said
198-129977-0032.flac, hope i am sure you will like him
198-209-0000.flac, missus allen said catherine the next morning will there be any harm in my calling on miss tilney today i shall not be easy till i have explained everything go by all means my dear only put on a white gown miss tilney always wears white
198-209-0001.flac, catherine cheerfully complied and being properly equipped was more impatient than ever to be at the pump room that she might inform herself of general tilney's lodgings for though she believed they were in milsom street she was not certain of the house
198-209-0002.flac,and missus allen's wavering convictions only made it more doubtful to milsom street she was directed and having made herself perfect in the number hastened away with eager steps and a beating heart to pay her visit explain her conduct and be forgiven
198-209-0003.flac, tripping lightly through the church yard and resolutely turning away her eyes that she might not be obliged to see her beloved isabella and her dear family who she had reason to believe were in a shop hard by she reached the house without any impediment looked at the number
198-209-0004.flac, and with a look which did not quite confirm his words said that he had been mistaken for that miss tilney was walked out catherine with a blush of mortification left the house she felt almost persuaded that miss tilney was at home and too much offended to admit her
198-209-0005.flac,and as she retired down the street could not withhold one glance at the drawing room windows in expectation of seeing her there
198-209-0006.flac,at the bottom of the street however she looked back again and then not at a window but issuing from the door she saw miss tilney herself she was followed by a gentleman whom kathron believed to be her father and they turned up towards edgreens buildings
198-209-0007.flac, catherine in deep mortification proceeded on her way she could almost be angry herself at such angry incivility but she checked the resentful sensation she remembered her own ignorance she knew not how such an offence as hers might be classed by the laws of worldly politeness
198-209-0008.flac, to what a degree of unforgivingness it might with propriety leave nor to what rigors of ruinus in retrain it might justly make her amenable dejected and humbold she had even some thoughts of not going with the others to the theatre that night
198-209-0009.flac,for she soon recollected in the first place that she was without any excuse for staying at home and in the second
198-209-0010.flac,to the theatre accordingly they all went no tilney's appeared to play or police her she feared that amongst the many perfection of the family a fondness replace was not to be ranked but perhaps it was because they were habituated to the finer performances of the london stage
198-209-0011.flac,on the beginning of the fifth however the sudden view of mister henry tilney and his father joining a party in the opposite box recalled her to anxiety and distress the stage could no longer excite genuine merriment no longer keep her whole attention
198-209-0012.flac,every other look upon an average was directed towards the opposite box and for the space of two entire scenes did she thus watch henry tilney without being once able to catch his eye no longer could he be suspected of indifference for a play
198-209-0013.flac,his notice was never withdrawn from the stage during two whole scenes
